date,state,state_abbrev,confirmed,confirmed_cum,deaths,deaths_cum,tests,tests_cum,positives,positives_cum,recovered,recovered_cum,hosp,hosp_cum,icu,icu_cum,vent,vent_cum,population
24/03/2020,Victoria,VIC,56,411,0,0,1300,25000,56,411,16,113,0,0,0,0,0,0,
25/03/2020,Victoria,VIC,55,466,0,0,500,25500,55,466,15,128,0,0,0,0,0,0,
26/03/2020,Victoria,VIC,54,520,3,3,1400,26900,54,520,21,149,0,0,0,0,0,0,
27/03/2020,Victoria,VIC,54,574,0,3,4100,31000,54,574,23,172,0,0,0,0,0,0,
28/03/2020,Victoria,VIC,111,685,0,3,4000,35000,111,685,19,191,0,0,0,0,0,0,
29/03/2020,Victoria,VIC,84,769,1,4,4000,39000,84,769,2,193,0,0,0,0,0,0,
30/03/2020,Victoria,VIC,52,821,0,4,3000,42000,52,821,55,248,0,0,0,0,0,0,
31/03/2020,Victoria,VIC,96,917,0,4,3000,45000,96,917,43,291,32,32,6,6,0,0,
1/04/2020,Victoria,VIC,51,968,0,4,2000,47000,51,968,52,343,4,36,0,6,0,0,
2/04/2020,Victoria,VIC,68,1036,2,6,2000,49000,68,1036,79,422,1,37,1,7,0,0,
3/04/2020,Victoria,VIC,49,1085,1,7,2000,51000,49,1085,54,476,0,37,0,7,0,0,
4/04/2020,Victoria,VIC,30,1115,1,8,3000,54000,30,1115,51,527,5,42,3,10,0,0,
5/04/2020,Victoria,VIC,20,1135,0,8,2000,56000,20,1135,46,573,5,47,1,11,0,0,
6/04/2020,Victoria,VIC,23,1158,2,10,1000,57000,23,1158,47,620,-2,45,0,11,0,0,
7/04/2020,Victoria,VIC,33,1191,1,11,1000,58000,33,1191,66,686,2,47,2,13,0,0,
8/04/2020,Victoria,VIC,21,1212,1,12,2000,60000,21,1212,50,736,-2,45,-1,12,0,0,
9/04/2020,Victoria,VIC,16,1228,0,12,2000,62000,16,1228,70,806,5,50,1,13,0,0,
10/04/2020,Victoria,VIC,13,1241,1,13,0,62000,13,1241,120,926,-7,43,0,13,0,0,
11/04/2020,Victoria,VIC,24,1265,1,14,5000,67000,24,1265,60,986,1,44,2,15,0,0,
12/04/2020,Victoria,VIC,3,1268,0,14,0,67000,3,1268,29,1015,0,44,-1,14,0,0,
13/04/2020,Victoria,VIC,13,1281,0,14,3000,70000,13,1281,60,1075,-4,40,0,14,12,12,
14/04/2020,Victoria,VIC,10,1291,0,14,1000,71000,10,1291,43,1118,0,40,1,15,0,12,
15/04/2020,Victoria,VIC,8,1299,0,14,1000,72000,8,1299,19,1137,-1,39,3,18,0,12,
16/04/2020,Victoria,VIC,2,1301,0,14,1000,73000,2,1301,16,1153,-3,36,-1,17,-3,9,
17/04/2020,Victoria,VIC,1,1302,0,14,2000,75000,1,1302,6,1159,-4,32,-4,13,0,9,
18/04/2020,Victoria,VIC,17,1319,0,14,4000,79000,17,1319,13,1172,-2,30,-1,12,-1,8,
19/04/2020,Victoria,VIC,9,1328,1,15,3000,82000,9,1328,16,1188,-1,29,-2,10,0,8,
