time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-08T07:35:32.224Z,-6.114,146.1686,103.49,6.3,mww,,15,3.413,0.89,us,us6000c6mu,2020-10-10T08:04:39.636Z,"38 km ENE of Kainantu, Papua New Guinea",earthquake,7,5.6,0.073,18,reviewed,us,us
2020-10-08T03:34:31.069Z,29.7593,129.7184,35,4.8,mb,,126,1.855,0.59,us,us6000c6m6,2020-10-12T03:43:36.040Z,"88 km SW of Kurio, Japan",earthquake,3.3,1.9,0.062,80,reviewed,us,us
2020-10-07T23:50:46.427Z,-6.4422,130.1224,105.98,4.8,mb,,70,1.924,0.81,us,us6000c6kw,2020-10-08T00:07:48.040Z,"Banda Sea",earthquake,6.2,7.2,0.087,41,reviewed,us,us
2020-10-07T21:13:17.519Z,32.366,48.5756,10,4.3,mb,,84,3.631,0.84,us,us6000c7ta,2020-10-18T05:02:29.040Z,"9 km E of Shahrak-e Kūlūrī, Iran",earthquake,8.2,1.7,0.168,10,reviewed,us,us
2020-10-07T19:56:13.236Z,26.5303,126.4818,116.47,4.4,mb,,71,1.63,0.65,us,us6000c7t5,2020-10-14T14:51:51.040Z,"124 km WNW of Naha, Japan",earthquake,9.1,7.5,0.091,35,reviewed,us,us
2020-10-07T18:27:28.027Z,0.3473,125.7977,40.18,4.9,mb,,55,1.624,0.91,us,us6000c6ib,2020-10-13T18:48:06.040Z,"144 km SE of Tondano, Indonesia",earthquake,4.2,6.5,0.083,45,reviewed,us,us
2020-10-07T18:04:18.158Z,23.4204,142.9726,33.3,4.9,mb,,62,13.086,0.93,us,us6000c6ik,2020-10-13T18:52:46.040Z,"Volcano Islands, Japan region",earthquake,6,4.5,0.049,130,reviewed,us,us
2020-10-07T16:18:08.290Z,32.3518,80.5666,10,4.4,mb,,145,6.266,0.84,us,us6000c6hc,2020-10-14T22:48:55.040Z,"220 km NNE of Joshīmath, India",earthquake,9.5,1.9,0.115,22,reviewed,us,us
2020-10-07T15:22:15.683Z,8.6939,125.9612,10,4.3,mb,,139,1.657,1.2,us,us6000c7t1,2020-10-14T22:33:03.040Z,"7 km NNW of Los Arcos, Philippines",earthquake,14.5,1.3,0.161,11,reviewed,us,us
2020-10-07T06:50:13.081Z,-10.4971,120.9259,51.6,4.9,mb,,75,2.257,1.2,us,us6000c6cn,2020-10-07T07:11:56.040Z,"117 km SE of Waingapu, Indonesia",earthquake,7,6.6,0.096,34,reviewed,us,us
2020-10-07T06:13:57.747Z,-5.9822,130.6131,128.45,4.5,mb,,74,2.1,0.97,us,us6000c6cd,2020-10-07T06:35:37.040Z,"240 km W of Tual, Indonesia",earthquake,6.5,7.6,0.116,22,reviewed,us,us
2020-10-07T02:57:07.317Z,-2.328,84.8832,10,4.4,mb,,120,10.409,0.81,us,us6000c7sb,2020-10-18T04:53:33.040Z,"South Indian Ocean",earthquake,11.4,1.9,0.218,6,reviewed,us,us
2020-10-07T00:32:06.980Z,9.6359,126.1821,18.26,4.4,mb,,176,2.618,0.81,us,us6000c7s9,2020-10-14T22:21:04.040Z,"15 km SSE of Union, Philippines",earthquake,13.5,6.5,0.123,19,reviewed,us,us
2020-10-06T23:02:06.949Z,34.3036,137.9258,295.63,4.6,mb,,76,0.429,0.81,us,us6000c68f,2020-10-14T04:26:35.040Z,"42 km SW of Ōyama, Japan",earthquake,7.3,4.3,0.05,118,reviewed,us,us
2020-10-06T22:06:03.895Z,9.7346,126.3234,10,4.4,mb,,131,2.748,0.98,us,us6000c73u,2020-10-14T04:44:55.040Z,"23 km E of Union, Philippines",earthquake,6.2,1.9,0.148,13,reviewed,us,us
2020-10-06T22:02:54.378Z,25.643,94.7776,61.51,4.6,mb,,54,1.472,0.84,us,us6000c688,2020-10-14T04:49:12.993Z,"27 km E of Phek, India",earthquake,3.7,6.3,0.062,78,reviewed,us,us
2020-10-06T21:45:21.823Z,9.9221,126.4609,10,4.4,mb,,129,2.965,1.16,us,us6000c73p,2020-10-14T04:54:18.040Z,"40 km E of Pilar, Philippines",earthquake,11.1,1.9,0.13,17,reviewed,us,us
2020-10-06T21:29:06.790Z,9.7633,126.3368,10,4.6,mb,,126,2.779,1.15,us,us6000c73n,2020-10-14T05:02:41.040Z,"24 km E of Union, Philippines",earthquake,9.9,1.9,0.089,37,reviewed,us,us
2020-10-06T21:25:27.921Z,36.8522,71.6121,110.79,4.1,mb,,102,2.631,0.99,us,us6000c680,2020-10-14T05:04:59.198Z,"14 km N of Ishqoshim, Tajikistan",earthquake,9.7,9.6,0.123,18,reviewed,us,us
2020-10-06T21:18:04.990Z,9.7097,126.3434,10,4.5,mb,,127,2.729,0.93,us,us6000c73t,2020-10-14T04:22:35.040Z,"26 km ESE of Union, Philippines",earthquake,6.6,1.9,0.121,20,reviewed,us,us
2020-10-06T19:11:34.362Z,-7.2969,39.7801,10,4.6,mb,,67,5.201,0.41,us,us6000c679,2020-10-06T21:49:17.040Z,"62 km ESE of Vikindu, Tanzania",earthquake,10.5,1.9,0.089,38,reviewed,us,us
2020-10-06T15:33:59.408Z,18.7728,145.4228,60.13,4.3,mb,,122,3.529,0.52,us,us6000c73j,2020-10-14T16:33:18.040Z,"Pagan region, Northern Mariana Islands",earthquake,9.9,10.3,0.188,8,reviewed,us,us
2020-10-06T15:32:12.098Z,27.1658,140.1382,453.71,4.1,mb,,129,5.936,0.65,us,us6000c73e,2020-10-14T16:21:27.040Z,"Bonin Islands, Japan region",earthquake,6.2,8.3,0.074,50,reviewed,us,us
2020-10-06T15:21:11.860Z,3.1268,65.5237,10,4.6,mb,,87,7.912,0.61,us,us6000c73c,2020-10-14T15:33:23.040Z,"Carlsberg Ridge",earthquake,9.2,1.4,0.132,17,reviewed,us,us
